escenario,modo,repeticion,zone,ticket_id
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,51c5a9d8-d2dc-48b0-a073-6033f73f6ad6
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,b09d18c3-c156-41de-8ce2-86b7bac9eadf
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,bfef7888-3f94-4caa-844e-41e175d0d984
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,074a9f0e-f5e8-4822-8dba-befd8c0b5135
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,594db311-3483-475a-b756-6b511cb614d9
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,89ad9b9e-eb7d-4ce2-a701-dd0f78a89048
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,49aba510-e321-4442-a50f-89dd9443a2d6
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,18542bf3-1f89-4b35-9d01-b5b8dd4e339b
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,c3b1b046-b893-429c-ae8a-f39add30df1b
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,482862c2-dfac-4639-baf7-4e7ba909d291
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,2b1a5fab-89bb-4fb5-a63b-11be7838b7f7
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,424cb8e9-7be9-4f54-898d-489999771944
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,deca7222-4f09-41cc-8f28-68f4b9bcc2ac
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,77ef82df-c4b2-4cdc-b48c-fb27372b21b3
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,46c18f81-0ae4-4782-8bf5-3f2feec3b094
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,3703c303-39e1-4912-91eb-3894bc7b44cf
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,0b5fbb34-67e2-4ae0-91f1-de2af2efac80
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,4ac359c8-ab16-4da0-b28e-85e1758d9ae2
Esc-2_averia_masiva,c0,2,QUEVEDO_CENTRO,376625cd-fee7-4d60-92a1-a92ecc2e9787
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,a92f8b05-c84d-4926-9087-7daff0696bb0
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,102bb998-1fef-4ae3-8d8a-90d0ef38642c
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,04c8f2ea-303c-4779-8e48-a62a356e50c7
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,201941b3-5c01-491c-b1a1-2ac7a8f2628c
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,86b4f353-d617-429a-a067-33ff3180da25
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,851a1b63-57f7-4e1d-a309-54b9da74d962
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,618a6b50-d545-4af4-a4dc-35fbff7335c5
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,d6db0fdc-6b73-4d37-bd64-90303b3f6cbf
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,6e2d9894-0907-4bc2-b3d5-0f212e934b71
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,f23102a8-5010-4b4a-b46b-45de89bb6a5c
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,cdcc3151-9cd7-42b5-8323-fab1518b4e57
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,b99eeacb-0be6-447d-a7e6-80310b759a4a
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,94f96530-bfc7-4349-9de2-e7217c636304
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,70f4b703-4466-4798-973d-8af69642899f
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,3b839618-77be-4dd3-abad-8651b279d9ec
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,e0c9b0a7-100a-45d8-8886-a898a70fdc23
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,9c3413b2-5457-4e34-99a2-4c2c57c6f12b
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,5b3d08ea-2ece-432e-9b6e-cfb3f7b8e45a
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,c1d19e93-7fb4-42e8-b3e3-74adeddf6fa6
Esc-2_averia_masiva,c0,3,QUEVEDO_CENTRO,5463e475-3d35-417b-866d-2b60f7acef95
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,154aa473-e8b6-41ea-a100-5114b8dc01b1
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,be1e4005-21f5-441e-a1f6-595a18f17790
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,976ba5c7-b7fc-4798-8200-af5ffeb0ab7c
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,d9109e9e-77b4-4af5-8fa1-cc1cf6826ec0
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,af6c4a40-a6fb-437d-acd8-a9ce614295f0
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,a3d0b851-8bb8-4f08-8276-01886386c4ad
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,70530d0e-0100-4dcb-9931-38f90d895979
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,b316205d-72ea-4bb1-8e5c-49b37c15268a
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,4f2829d5-cc00-4d7a-9b48-0b038299e6bb
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,b42faa37-7626-4b56-8b48-f71334240e48
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,5f29f6b5-1a15-4046-92a8-c0a3049e3105
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,5214dc23-c651-489b-8df1-2ad218e84c53
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,c94a8371-0be2-4ac5-b9e1-dd94f3775c93
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,5771c70b-3956-45d5-96d3-2e502b8d5145
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,bb95a508-29c8-4dec-931d-71c28e07bb51
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,3b97f7a1-3c79-4af3-992f-e18c81d25d73
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,9ff02c8d-efdb-499e-8cb1-1ac9d255cb65
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,0976ffc2-3f53-4a10-bfb0-a294cbfb2c4f
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,91f17afb-6c72-465a-b7af-0cb93c0b89a4
Esc-2_averia_masiva,c0,4,QUEVEDO_CENTRO,60ac7027-d9b2-4254-a317-09d43e09a9b4
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,6e6b284b-127f-43d8-9a32-7e84df034742
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,08adb614-3f7f-409d-a5bf-bbfb5653437c
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,d1b4e8bd-a0b7-4464-8ac4-244da18bc243
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,29e5e875-6c5f-4456-a0a7-53e0cf0a6445
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,11b97df0-c737-48fd-bc5a-3bce771aec02
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,130440ce-f24f-404d-a4eb-3fc7f1d2268a
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,67222bfb-246e-4965-b960-4d386dc199ed
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,c59afc3a-e566-412f-925e-dae985d5c144
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,d3129649-4780-474c-ad80-5c09be5edece
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,56a40bed-82c1-479d-9edb-0bbb8584dcea
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,232a515f-72df-495a-9319-b9b9af9925cb
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,c172e772-1e01-448d-81fb-8509e2cf0d25
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,30089d60-25f6-4b76-b8e2-421aa1270254
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,bfd2fa33-fe1a-42dc-90af-0db371dd7492
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,e17b312f-b2a8-4058-9e37-e74cad4cb554
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,989021c8-9a85-4e69-949f-cc2bcee42f9b
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,a4ea308e-2128-48c0-927e-6eaaa1b070b7
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,f317d75d-24fa-4f9d-94d5-4d670e1a2944
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,7c67bec4-470a-4a08-9282-5648df6e71d7
Esc-2_averia_masiva,c0,5,QUEVEDO_CENTRO,69b14acc-2e01-4528-85a5-bd0b25d23931
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,509b35c0-57fe-4b4e-95fe-8b18915ffdfa
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,f149f6b6-9de6-4ad7-9c5c-82f0dde49781
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,6cf99e44-f57b-4ece-a6e4-9231b7775486
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,d9d7aea5-d16a-4e04-a51b-d4043f4b20ca
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,995017e2-4ec8-412a-b250-29c621ddc8ea
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,c1933779-ea31-4638-8b2a-087b87c0edbb
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,9cc2f1bc-a368-4679-aa36-eee965367198
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,bcf4073b-42fe-4fce-ad0b-07d11c7b695e
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,e77dfa66-9467-4f07-a52c-d886fcb14ab7
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,4bbdae6d-28e2-4127-9654-16c054489acd
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,fc9efbff-e479-4e3a-bf6a-57fc06841d76
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,8c48d0b5-eda9-4f45-8383-13b8b6529e94
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,524758fa-b38b-4cb9-98f2-8b838f3e1487
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,f1766fcd-e1de-4e0a-b64e-c8a8a858c940
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,20b8400d-8a53-41dc-be86-60f9178cec50
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,c6778635-0d36-44a0-916c-f357f1627a9b
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,0a293575-c33f-468c-aff3-b2e02245071a
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,c5c3eb3a-8e5e-4c45-90fa-3cdde825f2a5
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,ab09fc67-0c14-42e9-82aa-6426a7d55b0a
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,26de0d59-80ff-4c3b-a5f6-e0289dcb6b8e
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,3a4dc6f2-8443-4333-8279-3acd71907acb
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,b9e5d345-59cb-4517-ab78-4636924e8f2d
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,d22df2c9-eaed-428d-880e-64e7ec121963
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,6bcfbeeb-c158-4ac4-98a7-68b27dca65e9
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,343b14ad-e827-4fce-829c-8b8369187a50
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,85e23a4e-3e06-4dbf-adad-81df6d23b551
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,b9071742-dcae-437a-802b-5c531c82c475
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,71659d15-1e1b-4ab1-90eb-5f733df9006e
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,c14a1681-d0e9-40e0-8e90-33dbc6f6466f
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,739f6ed3-8380-4047-839b-493bf629dbff
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,bb45d2cf-56c9-455f-ae70-e7bf02dd0164
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,90d1d089-9c54-40fd-8e73-8e45234788e9
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,58fca56b-a66b-415c-bc05-73ea2d6c1325
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,fe940106-5428-4672-8bd7-8c17f6d30658
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,686e761f-296a-4d24-b5c5-41fdefc1c9c1
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,534ff644-a9ec-4aa4-9f40-9d8788bba958
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,3853eedc-f09d-48b3-97c2-83d6253d169a
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,1bdbcc47-5a3e-45df-876e-a3bb84ff11e3
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,0c2e3df5-c05c-4792-9ccb-767d74d626ba
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,55fea324-6e0a-4b66-b19f-e1df0deb9ae0
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,f01f57ce-c6c8-4f45-91cc-8eaff1504b87
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,8a830d70-7945-4b65-bba3-3edb43ba6ac5
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,50b4bbfe-d463-46db-9d63-d3f0eb43bc30
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,d11873f5-9bcf-4af4-b87e-1c570d50e0b0
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,f12f2cb1-eb8b-47d5-ba1a-d0d794d03839
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,54a4526e-3a6d-4f3c-871c-44814b1433a4
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,376c75c8-050a-47ab-a024-0491de6b57df
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,6e322837-97c1-4aea-9af2-9ae91884398c
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,f53f95f3-45dd-4a4f-b750-e441090d21b8
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,cc4af602-0409-4460-86d1-3a5fb0f1e9e5
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,18b03109-ade0-4bf9-9d54-6ee871c1c08e
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,414174b1-1db7-441e-b293-7e3eccee0678
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,da8e3bde-f8ed-4462-a461-bc4b106eb3b8
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,75866ce1-7f03-4f13-bfdf-9d09242199d9
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,f0339874-9479-4c0c-a506-6cea432411f3
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,0435ef90-b04e-41d3-9b1f-4ddd1e1768f1
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,c90d44f9-b47f-4d1b-922c-ebce5199757e
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,19066755-6114-4ebe-adf2-e64029d6aa23
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,a4531444-288b-461d-833e-382cd91a6e98
Esc-3_averia_mayor,c0,1,QUEVEDO_CENTRO,dfeacf53-0d28-48d3-a353-85d73bddad3d
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,a0450caf-c750-4a97-8d86-e361abde7479
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,5de93ef2-7a5a-4418-9afb-5f5f33dbdd67
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,a5de5e86-8653-4183-a94b-cb16683fb0da
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,427905ce-996a-4e19-84a8-5e14eda3b61f
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,5936e343-8f7c-45f8-aaeb-ab8d49c67092
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,9915aa20-8707-4c83-a3d0-2ef86547f7ae
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,c4cc1304-febe-4454-b8e2-10a37bd0bbfb
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,73ca73ef-784c-483f-8a96-67c4fd7ab735
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,fc104155-7376-44c2-a502-b9f72bab68e8
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,f36b4f50-db78-4367-8124-ff2856efeb87
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,32225e93-38e9-424a-a63b-b7bd226e079c
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,9b998c1e-53e2-4d09-af67-1a73cbb47a17
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,ead09f99-f8c0-4c11-a50a-07961fcad86f
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,887fcfb5-4487-4687-86c5-65105becc594
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,a2ce72d1-b547-4acf-8223-484807278b40
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,e0872b34-b7e0-4230-8289-14386ed3aa44
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,0fb0fa0d-1b7e-420b-86a8-dc4d86d7617b
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,cca17b97-bbc4-4a3e-8063-9c7c48bccee3
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,649f023c-5ba7-4964-bcf3-5bd804fc86ef
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,32c1f9e2-779d-4787-8091-1700c94b6086
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,22da1d64-ec29-40f8-8a62-f9be24dbccb8
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,91a44cac-f1fa-455d-a14a-36c2b8f3ea86
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,d4b3fa78-eba1-4461-b437-bd28eda1adf0
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,3dc6d70f-15f4-43da-b0de-50a85603d3c7
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,d73529e1-a53f-4b5f-ae11-ed003c9f3aa0
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,5e845bae-a013-4ac5-84bb-9a0bf9869d41
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,8b0c608f-c0a4-4ee1-9005-e4b9b922281f
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,0ea331cd-79b5-489e-a599-c0b2d4190a91
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,77e15e83-0858-4c04-8f57-d404a66e7b7e
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,c886ebd2-7dfd-49e3-83ed-d6726a0408ba
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,24c7555c-be93-4887-9cdf-fa964d6685cc
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,740d4714-b26b-4695-abbe-9b85526b454c
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,fc267759-71c1-45a2-8343-299c226e5046
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,5f76f441-26d9-497d-be8f-9338319c5805
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,d7b4ee07-45fd-47cb-b3c3-191a8914a454
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,ac2f1278-a095-4a72-9df3-878b78edf9bd
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,ecae2893-1f50-42e9-8719-e8795c15be84
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,613aa6c4-0522-4611-9fea-bc45fd33a06c
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,68e88c06-2c99-46c9-acaf-3b11c59d1779
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,2d0f1d25-c1d9-4c53-bf17-875d710694f6
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,ae639df2-d522-4f0f-a9cf-e43f23043bca
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,39341ab4-6bd7-4ae8-9fb9-21137d57fbd4
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,8db97cdd-3573-4268-91d6-bb15f208f969
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,0c75928a-f579-41e5-99c9-83e0b97fa9dc
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,5cb1aadc-94ef-4dfb-8b81-4408f6e8c2c0
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,47f17acb-fcda-44f2-a698-f0a61c1472d7
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,dec8b198-501e-4cb9-9a13-82143a34f801
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,149130e7-97e6-4b7b-8e5b-e4f6040f59e8
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,6a7f74f9-1aaa-4fcb-8416-b7f5e8644f87
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,418218e4-ba84-4170-b4c3-033354b40523
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,a5804694-27c3-4649-9091-f21c2b6c19d1
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,ae0d3e63-f049-4d98-9539-efdbd7ada889
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,d38081cb-4ec6-459d-9322-83de1657499d
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,4dbb2743-5f54-4878-ae43-a111dd31ba76
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,697762ec-76af-4ba3-9f41-284b66ea7266
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,091ec712-2964-472d-ab6a-cc5a1ba52a0d
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,7063a116-115c-43f6-afcb-3974dcead35c
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,37169bff-3a34-4d6a-b48d-12143a67607d
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,4c88950c-51cd-4641-a417-48dac925aa78
Esc-3_averia_mayor,c0,2,QUEVEDO_CENTRO,eb7f7448-ccba-4a2d-b449-7c8ba64f0829
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,ad45ef08-44b3-407a-a7d1-22e38e7aa2b3
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,a26b7cde-b5d2-4f60-a192-ac0000753069
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,fbfb8373-7994-41b2-8412-525504e052c8
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,a96230b8-ce2a-41ef-bcff-4b591f787b88
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,c9e0ded8-1a44-4a95-ab90-cb1322202051
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,92a6cdce-dd7c-403b-b4f5-0541ea734682
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,c4c007a1-6267-41a8-b448-7a1d1e209519
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,3dc36816-0ce6-41e8-8d1a-fadf24c31156
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,65db8a2f-f99a-46d1-a753-058a9b739ab2
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,c7da0a36-f964-4c89-9c21-5e7bac39d4c6
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,1a1201ce-457c-4639-9c8f-137b6e3d333f
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,9389c879-9618-4913-a926-bacd61956af8
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,8f15caf1-b8cc-4bfc-a5ad-372d949221a5
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,537e37e3-0602-4e1a-b651-fca4a8cb3ffe
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,9a4b20ca-c8db-4bec-959d-7aa4fa537520
Esc-3_averia_mayor,c0,3,QUEVEDO_CENTRO,d79c2f34-3b93-4ce2-b31e-2f1f9674b01d
